unique_size_id,unique_color_id,color_product_id,size,size_label,20251020_142441_available,20251020_142441_price,20251020_142441_original_price,20251020_142441_discount_percent
PROD-A56EFA71_IM2222-101_7,PROD-A56EFA71_IM2222-101,IM2222-101,7,M 7 / W 8.5,True,120,120,0
PROD-A56EFA71_IM2222-101_7.5,PROD-A56EFA71_IM2222-101,IM2222-101,7.5,M 7.5 / W 9,True,120,120,0
PROD-A56EFA71_IM2222-101_8,PROD-A56EFA71_IM2222-101,IM2222-101,8,M 8 / W 9.5,True,120,120,0
PROD-A56EFA71_IM2222-101_8.5,PROD-A56EFA71_IM2222-101,IM2222-101,8.5,M 8.5 / W 10,True,120,120,0
PROD-A56EFA71_IM2222-101_9,PROD-A56EFA71_IM2222-101,IM2222-101,9,M 9 / W 10.5,True,120,120,0
PROD-A56EFA71_IM2222-101_9.5,PROD-A56EFA71_IM2222-101,IM2222-101,9.5,M 9.5 / W 11,True,120,120,0
PROD-A56EFA71_IM2222-101_10,PROD-A56EFA71_IM2222-101,IM2222-101,10,M 10 / W 11.5,True,120,120,0
PROD-A56EFA71_IM2222-101_10.5,PROD-A56EFA71_IM2222-101,IM2222-101,10.5,M 10.5 / W 12,True,120,120,0
PROD-A56EFA71_IM2222-101_11,PROD-A56EFA71_IM2222-101,IM2222-101,11,M 11 / W 12.5,True,120,120,0
PROD-A56EFA71_IM2222-101_11.5,PROD-A56EFA71_IM2222-101,IM2222-101,11.5,M 11.5 / W 13,True,120,120,0
PROD-A56EFA71_IM2222-101_12,PROD-A56EFA71_IM2222-101,IM2222-101,12,M 12 / W 13.5,True,120,120,0
PROD-A56EFA71_IM2222-101_12.5,PROD-A56EFA71_IM2222-101,IM2222-101,12.5,M 12.5 / W 14,True,120,120,0
PROD-A56EFA71_IM2222-101_13,PROD-A56EFA71_IM2222-101,IM2222-101,13,M 13 / W 14.5,True,120,120,0
PROD-A56EFA71_IM2222-101_14,PROD-A56EFA71_IM2222-101,IM2222-101,14,M 14 / W 15.5,True,120,120,0
PROD-A56EFA71_IM2222-101_15,PROD-A56EFA71_IM2222-101,IM2222-101,15,M 15 / W 16.5,True,120,120,0
PROD-A56EFA71_IM2222-100_6,PROD-A56EFA71_IM2222-100,IM2222-100,6,M 6 / W 7.5,True,120,120,0
PROD-A56EFA71_IM2222-100_6.5,PROD-A56EFA71_IM2222-100,IM2222-100,6.5,M 6.5 / W 8,True,120,120,0
PROD-A56EFA71_IM2222-100_7,PROD-A56EFA71_IM2222-100,IM2222-100,7,M 7 / W 8.5,True,120,120,0
PROD-A56EFA71_IM2222-100_7.5,PROD-A56EFA71_IM2222-100,IM2222-100,7.5,M 7.5 / W 9,True,120,120,0
PROD-A56EFA71_IM2222-100_8,PROD-A56EFA71_IM2222-100,IM2222-100,8,M 8 / W 9.5,True,120,120,0
PROD-A56EFA71_IM2222-100_8.5,PROD-A56EFA71_IM2222-100,IM2222-100,8.5,M 8.5 / W 10,True,120,120,0
PROD-A56EFA71_IM2222-100_9,PROD-A56EFA71_IM2222-100,IM2222-100,9,M 9 / W 10.5,True,120,120,0
PROD-A56EFA71_IM2222-100_9.5,PROD-A56EFA71_IM2222-100,IM2222-100,9.5,M 9.5 / W 11,True,120,120,0
PROD-A56EFA71_IM2222-100_10,PROD-A56EFA71_IM2222-100,IM2222-100,10,M 10 / W 11.5,True,120,120,0
PROD-A56EFA71_IM2222-100_10.5,PROD-A56EFA71_IM2222-100,IM2222-100,10.5,M 10.5 / W 12,True,120,120,0
PROD-A56EFA71_IM2222-100_11,PROD-A56EFA71_IM2222-100,IM2222-100,11,M 11 / W 12.5,True,120,120,0
PROD-A56EFA71_IM2222-100_11.5,PROD-A56EFA71_IM2222-100,IM2222-100,11.5,M 11.5 / W 13,True,120,120,0
PROD-A56EFA71_IM2222-100_12,PROD-A56EFA71_IM2222-100,IM2222-100,12,M 12 / W 13.5,True,120,120,0
PROD-A56EFA71_IM2222-100_12.5,PROD-A56EFA71_IM2222-100,IM2222-100,12.5,M 12.5 / W 14,True,120,120,0
PROD-A56EFA71_IM2222-100_13,PROD-A56EFA71_IM2222-100,IM2222-100,13,M 13 / W 14.5,True,120,120,0
PROD-A56EFA71_IM2222-100_14,PROD-A56EFA71_IM2222-100,IM2222-100,14,M 14 / W 15.5,True,120,120,0
PROD-A56EFA71_IM2222-100_15,PROD-A56EFA71_IM2222-100,IM2222-100,15,M 15 / W 16.5,True,120,120,0
PROD-A56EFA71_HF5441-105_3.5,PROD-A56EFA71_HF5441-105,HF5441-105,3.5,M 3.5 / W 5,False,120,120,0
PROD-A56EFA71_HF5441-105_4,PROD-A56EFA71_HF5441-105,HF5441-105,4,M 4 / W 5.5,False,120,120,0
PROD-A56EFA71_HF5441-105_4.5,PROD-A56EFA71_HF5441-105,HF5441-105,4.5,M 4.5 / W 6,False,120,120,0
PROD-A56EFA71_HF5441-105_5,PROD-A56EFA71_HF5441-105,HF5441-105,5,M 5 / W 6.5,False,120,120,0
PROD-A56EFA71_HF5441-105_5.5,PROD-A56EFA71_HF5441-105,HF5441-105,5.5,M 5.5 / W 7,False,120,120,0
PROD-A56EFA71_HF5441-105_6,PROD-A56EFA71_HF5441-105,HF5441-105,6,M 6 / W 7.5,True,120,120,0
